Crop Type,Season,Rainfall (mm),Temperature (°C),Humidity (%),Soil Fertility Index,Fertilizer Usage,Market Demand Index,Transportation Cost,Crop Price
Saffron,Rabi,793.3611186622215,35.981045648665706,70.73068610278281,0.5334923959399469,222.63712536833418,0.7758523760314292,903.1354073378126,252863.44
Amaranth,Rabi,1270.4162097398344,28.495847954315668,56.025901493619685,0.7604827970029182,84.87457505546324,1.1195761443261931,1490.775779881857,8856.83
Arecanut,Kharif,1414.7393910278365,36.780868096939244,60.996488046013305,0.6301546541867435,137.105938045509,1.0431999482524401,318.76577369831466,14818.17
Tobacco,Rabi,1372.4259843164978,37.04308370258144,46.446508304034346,0.6904778062824606,212.97068034552157,0.544742351521758,1245.8497244765674,12676.08
Coriander,Kharif,1181.2828422203715,38.114382718610095,52.79525169888643,0.6515474018300722,162.4639496874307,1.03277002784704,564.6544801563273,10598.03
Tea,Kharif,935.9687923335052,15.315300216817139,60.606494081277866,0.5938354809757802,278.7283886253894,1.1024737330178458,1393.7502244997359,23406.93
Wheat,Rabi,982.878053775187,37.80954426231116,66.0366035684485,0.6733136720512473,181.93754829043917,0.8726207729277384,789.957672566702,5678.92
Garlic,Zaid,1454.4072540571642,19.627300618475104,60.84605779178527,0.4436094211901207,225.59806545373746,0.9118298610281833,224.92746062453475,11244.7
Black Pepper,Zaid,1158.496297124423,26.18070987899379,31.250335331468456,0.8890367912222579,117.73049202060452,0.6184193315189185,1249.4157081706762,20777.94
Saffron,Zaid,266.4264598120113,33.81681089022149,68.03895792238708,0.8781926560181323,252.99208102209164,0.6644976561264305,977.0939751064947,252446.8
Cumin,Kharif,271.78508529577744,38.09325175214909,63.303109633141126,0.5837210915594291,136.82885122462355,0.9551967054601985,630.5743779429188,17737.26
Bottle Gourd,Kharif,1483.467773838126,29.0964432965225,62.29274536689861,0.40521387693288824,103.52683068658892,0.7951653626938759,1745.2452671111557,3946.29
Spinach,Zaid,1089.1351083365835,30.041754153214796,54.09159394143745,0.5018104739990646,212.59414759801078,1.417855048449396,598.4287065784606,4901.81
Coriander,Kharif,321.06607434871336,16.843674926333748,58.759369560001886,0.6875117501443135,63.950181763622034,1.1631706703909286,921.9451738168058,9755.06
Cashew,Rabi,688.7340144234959,22.57449540833252,68.6907885114698,0.6565831721445101,109.90941929517734,0.8702607260623946,918.6283785718895,18216.1
Castor,Rabi,477.9611931918776,33.78606454118229,58.73910053246396,0.43180093682412,146.33056950538312,0.9802729867342183,1704.9003344776047,7313.94
Black Pepper,Rabi,1181.4527210592082,26.463021350480837,45.77281536651304,0.46263704085733115,287.10747901600087,0.7271980635731913,877.8799605615446,20638.35
Chana,Rabi,1045.6992779566144,33.883838076358124,78.11178913577801,0.4922107350965274,259.5990220518296,1.2145711547754359,289.04270364189233,9180.67
Tomato,Rabi,1095.2776056186285,20.059208689289424,83.86805942877805,0.46424135853833304,261.25601786799507,1.3915773894296588,1521.580399037058,5001.84
Ginger,Kharif,1117.7668166229605,21.1458943408989,45.756655995849115,0.562654403745189,287.10188726395404,1.248049658823776,830.620031502047,11919.05
Coconut,Kharif,525.424809625086,15.02498506917986,39.80978386636359,0.8017035474657657,178.62889711578504,1.2343684121521954,1206.0477545280492,6699.53
Pineapple,Zaid,529.2138269497409,18.20749962721826,37.71067037040061,0.9028952839985982,180.8174931240944,1.084186451780488,1423.0946136424343,7532.06
Bajra,Zaid,1265.1882917950288,23.045275618414564,47.7621650785313,0.4680247299946214,188.20407124324757,1.1941027168210123,597.6031258743214,5818.53
Mustard,Kharif,1358.9512372998336,37.57054431148246,89.15982803506412,0.6900009925971091,180.89307185776974,0.7922859887377208,1042.1417609400444,9032.99
Watermelon,Zaid,478.1922106531235,31.179516027480663,61.97166104019033,0.5614418919459981,219.4833302311658,1.173664890453837,1416.4123885186975,5107.6
Quinoa,Rabi,362.53685549518804,39.692488694731935,84.69072195925824,0.7693133363791214,56.27538590627816,1.473815434044612,1225.0507110778797,15697.07
Turmeric,Zaid,1102.9518540210054,29.56519714693431,77.52681547711077,0.714375706562328,65.10073965705716,1.370993820232996,1308.929963516527,12931.51
Pumpkin,Rabi,361.7911826038253,17.680595063593053,77.68294971286097,0.5117792900725493,262.5463836409432,1.0675965299912202,220.32628140054393,4791.71
Tur Dal,Rabi,605.2254350062265,24.4402149784138,52.71976811539015,0.35299590341224946,263.693082807053,1.2564078406932797,1336.6125820910388,10381.16
Pomegranate,Zaid,829.7219895150204,15.913162636426987,37.37230410006159,0.8512130747741806,53.439523972163265,1.033183392618071,1296.7562204160477,10506.45
Maize,Kharif,1157.461094065915,29.90178508659465,63.40467819612307,0.5743949722571844,161.31660334915898,1.2567147696768224,1774.1112201753429,5245.15
Litchi,Rabi,572.7753054031155,20.0881372821723,68.99470580007406,0.39893206090334077,201.74425723113174,0.5246092532034449,1161.7754545094995,9105.15
Almond,Kharif,1428.5286197825028,28.09287585543062,42.31812842504603,0.9743063455698413,105.44335315122984,1.2659909237188753,854.1790251497214,22101.6
Muskmelon,Zaid,1280.0998008232687,39.46579866759133,67.8896072545979,0.9532047163809971,276.3392471865618,0.5325130451353125,1297.3168220796765,5623.26
Cashew,Rabi,1054.2838492952494,25.115896652203766,64.57691515230445,0.9065693339231953,73.0793368279687,0.5881468593172495,839.0050654682296,17906.1
Cherry,Kharif,946.988850805169,30.77755233875896,43.71485121391173,0.9892385863090984,273.7028765700114,0.9892935362089493,987.9713045964623,17786.69
Sugarcane,Zaid,787.7183891894405,19.752423209280156,84.82303410658945,0.7901496036400497,268.4892913351687,1.4912381438527915,651.104219325694,4756.09
Wheat,Kharif,691.4901533559066,15.299128023305126,53.562771491306606,0.3919018712533696,296.0268592575685,1.443146952021709,345.63124191078066,5955.25
Jowar,Rabi,479.9131381090548,23.985754559464752,46.37235535844402,0.832718237806799,248.253849087018,1.3755738817493488,1397.9055535020552,6713.63
Strawberry,Kharif,878.1131983284912,37.808658760113794,62.95932149753112,0.4315656535346472,272.3832283722582,1.1458182966011146,1290.660254483853,12539.29
Jackfruit,Kharif,1281.4243409774547,21.03230547204127,62.10482366211022,0.97298678407829,66.64888151355412,0.551159059009869,1872.8668239540118,5542.31
Custard Apple,Zaid,458.09675414125707,23.049096533403876,57.34770285230761,0.9867296632726532,232.01404708721208,0.6239958197415778,528.4248094066536,7470.92
Coconut,Kharif,924.676807411259,15.835225100666054,52.17470181642381,0.4366543386224775,185.40112774090164,0.7754535477802583,923.5688381465544,5732.7
Cotton,Rabi,1043.654333306328,39.51561505984212,86.74414420840914,0.9697909756288001,246.93487462857644,1.231928034293794,1241.244870667608,9413.27
Pineapple,Rabi,701.4937174302739,16.4028788308972,62.99531069253604,0.6805611555374688,282.4732052586095,1.1680512756138173,1697.954976661983,7820.57
Pear,Rabi,960.6840830008464,33.34994079261409,44.70505029754365,0.8905295841316256,229.05944947240155,1.097874627785949,1451.5057373677528,8624.59
Garlic,Zaid,1309.5127627520255,16.723532880722225,73.85674587492048,0.8947133464784418,232.0096741607607,0.7250046472715931,1146.5483313731345,11003.39
Arecanut,Zaid,1321.1921437345968,19.913310050078582,60.76920119073623,0.6085095421783939,123.35275794816654,1.2222042357583827,1352.3188316539458,14337.83
Sesame,Rabi,1232.8057849804518,25.503939174475093,36.595061003110416,0.9949226300691538,145.02950786741127,0.500657333721546,244.02014860998594,11293.6
Wheat,Kharif,1066.3240966968065,25.83650901475351,34.20958068456829,0.6394412668619948,213.8800042771346,1.0169351279333219,1496.8283886993918,5636.82
Rice,Zaid,422.361800817797,27.73601808015157,68.25280491242188,0.79259295007111,284.9793358214022,1.1411406597933156,1161.4968275798217,5470.95
Hemp,Kharif,636.0180668247226,32.36271800328674,80.80728968059125,0.9249795497887965,150.24895986305802,1.1307210389912188,628.601202162317,12527.81
Sunflower,Rabi,291.8555111430768,29.70899931332962,80.92426598244641,0.6505287310384658,158.4533094465288,0.8558657193384874,1219.144699635744,7273.55
Capsicum,Rabi,920.5639856634338,34.23624618435883,54.6038581372603,0.7943801601990379,211.110711734019,0.5179116333273472,1968.1845600495014,4618.82
Wheat,Rabi,1220.413867145946,17.33475999732721,74.31025534991232,0.6728134655242886,74.41331872763145,1.0590724294064708,1831.7219938581727,5538.82
Ragi,Kharif,282.2650595349695,34.99599822713087,42.90213159540048,0.743889972373929,190.11105806003064,1.2295871650309427,547.4541935093246,5849.6
Litchi,Kharif,925.1779091705009,35.60227154470031,61.91234923366834,0.7841464485413447,60.90717055151508,1.3859772721862553,455.33624615666633,11287.47
Quinoa,Kharif,660.3639107649226,30.42704813368758,70.5319853223142,0.7272372651747339,60.698983982534685,0.9423387656456018,1942.9586675699109,14438.74
Wheat,Zaid,1142.500476347283,26.84254129023781,57.57422512289604,0.9602067526769373,75.89686474732223,1.0947150535309753,772.9081759671828,5774.34
Sorghum,Zaid,1496.7576297878738,36.5840920637264,74.74561438218774,0.7142978959783693,178.46044716706888,0.6002757770579412,1399.587274590664,5942.72
Onion,Rabi,977.3229691735283,16.828093443799464,61.06178471185768,0.9289020883440695,203.6036163721421,1.1198224070464549,980.6459323499693,5264.35
Pomegranate,Kharif,1246.3907014768124,35.65432779455189,60.50269789416883,0.40278844755329896,156.93471278855816,1.101557788605397,516.631982873024,11266.29
Rubber,Zaid,881.7944453131356,29.416502746472702,37.14582908190703,0.9530803665000125,182.4051493449087,1.4596093478956846,710.3892474786276,18051.8
Sesame,Rabi,1080.133970163176,35.750191184653374,85.84529983744373,0.8937948997837433,167.22917349865685,1.2287592171031836,1524.3179039762763,12337.34
Rice,Zaid,544.4683322412722,33.405179755798684,33.15607800612171,0.37422043505366476,136.36159621674574,1.2664166041610474,1890.2178384621207,4448.81
Cabbage,Rabi,1162.8353967827745,17.02662874538965,89.26035105480031,0.8012596579965037,84.3496845746931,0.6650111023585517,1108.011957994158,4014.1
Lettuce,Zaid,1023.7670684442056,36.98070767786972,86.05086326569248,0.546900641755987,245.52079896206226,1.4388912681991877,452.88528680111006,5300.61
Barley,Zaid,909.396949291718,35.52091077291267,56.345289427719436,0.5700164645985015,298.6946214206033,1.3387019161340787,577.8666203372101,6312.64
Date,Rabi,529.3526033189809,18.175685911517448,78.3688744124502,0.6148362811800929,294.10595133171677,1.1142947893241741,1590.4705373945767,10928.63
Cashew,Zaid,529.0285010532847,30.646406972275695,46.494730732482196,0.6789527737689512,267.325059071119,1.1121720729094804,707.9510073968205,18309.21
Masoor Dal,Zaid,538.816836232515,23.163723440349152,59.28721630386621,0.9594539673282776,183.78002744882056,0.7014743685601885,1425.9367719775462,8970.27
Soybean,Zaid,550.1732936902146,30.441701024995616,30.801779234867116,0.6286875391391019,126.88044408194014,1.112932395576829,1749.701463856841,7173.92
Lettuce,Rabi,211.97338871804465,28.123774051059844,43.74695222015706,0.5303213462780542,75.88009105447742,0.8644524781794282,824.7030354888011,3636.21
Cumin,Zaid,692.5004767484897,24.626622483596584,65.44921761794944,0.9505754336238448,263.57837047735234,0.9484426427215291,1669.1834481458056,18776.56
Ginger,Kharif,1489.2935898768346,24.016817438133828,70.10152323008093,0.9942481152891804,77.56128483001385,0.9266563512751682,1917.6789097076999,11750.12
Cucumber,Rabi,716.62518363168,36.86272355808908,81.60290758736463,0.7881722460682141,107.30477536805559,1.160446914796398,205.47655889728696,5052.4
Pineapple,Zaid,487.45637105663167,16.246945754428165,66.99904243115665,0.4760156510468532,191.10171750960578,0.7403008411804786,849.8185260849726,7299.55
Lentils,Rabi,1420.2880204016742,31.07820169423479,59.06366252541467,0.5385280263915815,233.82933849126448,1.4632185305719814,682.6449836528428,9840.36
Cashew,Zaid,708.2115269880726,32.325053414135894,63.4230613073782,0.4576093930190518,232.1964144988158,0.7232331940697605,1580.4802158658526,17550.44
Ginger,Rabi,501.20750706607885,35.02362380648255,80.83703300143816,0.7049804051204664,70.76676162828925,1.4055057968655662,1092.0230237938263,11968.35
Sugarcane,Zaid,916.9989634907583,31.62747815214334,75.35871878525822,0.8858487826955275,193.72002062943415,1.0715204899279782,1611.6790507897178,3496.97
Sorghum,Rabi,457.2268115807009,24.7072096134794,44.78700376936123,0.5431567794839824,284.0217578760796,0.6408437211925991,328.1112793351316,5588.53
Brinjal,Kharif,539.2352740157307,26.787528003088575,49.4094864204306,0.7175894982784292,107.75219402335696,1.4695406630010748,802.9014880311815,5931.67
Oats,Zaid,435.93075199939176,36.05953930577337,58.94985396805575,0.9494166641447168,287.1048281550519,0.6056620169848242,538.5042131694402,5258.53
Sunflower,Rabi,1038.5774732207503,27.804820522825388,43.05035143701133,0.8074680003871721,261.38299007328624,0.636252459537023,694.3939101237936,8128.56
Kidney Beans,Kharif,1013.6695438777847,21.50611210267023,58.124215784720235,0.3083830863721944,274.3101943852582,1.1097615164629524,685.8109568905729,10285.95
Masoor Dal,Rabi,1327.291100471382,37.65827858706899,55.82211730284038,0.8849698784355076,131.03840335118616,0.9966377629263787,988.3802578527303,9823.78
Tur Dal,Rabi,1042.370098050705,34.49505195383176,36.91203869702504,0.8594753937061972,270.3231187440167,0.9626385541941369,1366.991451740744,10663.95
Maize,Kharif,1372.04212842607,29.352049424580382,71.44775239087258,0.6558505170641145,185.68196264810865,1.2390309617178468,1051.8174876679657,5642.11
Groundnut,Rabi,207.8753738894075,27.870215065663377,62.60961489081435,0.5435093728676723,140.36360789346045,1.4784793091366146,1242.5171533840296,10078.64
Coconut,Kharif,315.79728104208357,18.521509848121028,57.63225890525359,0.46593838199046683,148.4531842692591,1.3150130167406073,1913.7382715274387,5548.78
Guava,Kharif,402.8518597930142,21.327394286192167,64.4044971406436,0.4796408445590754,120.10833535405497,0.6582442226991132,682.1298315281592,6101.29
Pistachio,Kharif,1056.2356893956373,25.284428997425977,66.32532733540502,0.5439743511661106,72.25349836312759,1.3719878844205171,877.7048855572096,23756.88
Amaranth,Zaid,1214.1026182147975,29.80356093879253,67.86015412721208,0.8370909913992417,56.57782517801769,0.9213733099124242,1436.9523040141978,8266.23
Custard Apple,Rabi,492.5576999800033,28.620088283415456,71.27772280010717,0.8919488858497839,225.65521047884252,1.3805890158096912,343.5683018727057,9349.67
Maize,Zaid,269.07460429431137,32.41926836312243,89.59549061266162,0.35110349063252105,274.1760080960334,1.3570027426385023,908.8202989361863,5420.64
Okra,Zaid,1087.51190273761,38.76859216637524,85.42539309137882,0.5503149178054911,223.4017679915299,1.1852329037871567,361.45900472482674,6352.9
Hemp,Kharif,1390.814885677324,25.86309460859124,75.76331065375038,0.949011380727127,132.5930911317665,1.2269007246863703,236.16547438385012,13302.44
Wheat,Rabi,628.3123492623791,38.883299504230365,83.24286920761917,0.37675841871581617,143.64623378883405,0.6569998065291852,1895.6357496183232,4051.01
Coriander,Zaid,894.7908418326112,28.819314588506398,48.00317497986937,0.3555221063322145,137.82439516257753,0.577784372763269,788.8887777932403,9018.01
Cherry,Rabi,422.7882179276728,19.510987818277574,40.29738084377651,0.8373710244232715,68.05462200511859,0.6143905640515226,1277.8299978450507,16175.49
Saffron,Zaid,1024.581787146457,16.38060988818679,61.324605346787806,0.30001110268035774,184.51371700691737,1.2446833657766025,1453.310116237067,252821.23
Castor,Kharif,493.1794489749289,18.59279476294968,87.97936465766689,0.42240286311377634,130.94338509777987,0.7371934246643513,1457.0298411275112,7151.79
Grapes,Zaid,1398.6668123015875,36.50315515491282,61.503724096386534,0.9952954244997185,206.9442714437545,0.5191543598453788,1663.8587060684924,9693.99
Jute,Zaid,750.2459819626846,22.31622057262485,78.61903968188352,0.8885062550456153,99.53247313412163,0.6986325641758112,680.8857228704009,7402.06
Onion,Kharif,1238.1722199249689,31.7444381424238,71.27597637800646,0.7971241285272788,157.93466648956823,1.403381582559291,1773.3221980876574,5369.71
Soybean,Kharif,954.3508224972297,19.472665484140308,80.8958718626016,0.7108258732248605,233.6527640699298,0.6465500169256468,661.4266568249429,7663.55
Banana,Kharif,1372.7043139265977,31.524377696788466,47.46015013317408,0.8508047281659921,51.5418213333436,1.2935125633425817,1205.8175603596223,6662.46
Masoor Dal,Rabi,1151.159630108421,33.99314167288253,87.70680912655423,0.7962529670462866,152.52619948672387,1.1260120636212274,541.7483634088851,10066.32
Maize,Kharif,1421.2622598601142,17.83525413716248,56.20684602582857,0.9495565297478261,60.238957622625584,1.1007781757985309,940.4971395511378,5189.66
Coconut,Zaid,531.3500236609223,22.052753319630373,57.44770699270786,0.9824882888632653,69.11566876833318,0.9564701057003017,892.2214804081308,6087.05
Masoor Dal,Rabi,1358.7536509659083,16.864144316817466,87.8184949235339,0.8761527262162079,96.9316202265404,0.9372652900588084,855.9533426197173,9452.87
Walnut,Zaid,717.2281310378506,35.26166384428943,34.624245179910474,0.6577772503497696,282.45946861606296,0.7327886770193368,1320.329396685183,19763.52
Castor,Kharif,1492.951632701404,22.96815712272964,42.01929215524733,0.7703475488006348,289.1779929767474,0.768296383396703,1860.6967593491854,7909.18
Mango,Kharif,230.31492795063153,20.644331157400547,52.16144863431211,0.9357962858981685,96.06570716700054,1.2273769888497483,875.7546365251361,10222.14
Spinach,Rabi,332.59746981326407,24.276680916187793,58.67014124547686,0.5001499404618904,298.7717861590478,0.6418459412368396,1212.2099709749932,3124.27
Urad Dal,Rabi,565.5135661407428,39.424410456730996,62.58123024740703,0.8320205863396894,185.86279816046633,1.4513944985708562,1124.5765596956735,10685.21
Turmeric,Rabi,1264.8847083513444,17.01143991338364,87.80475976977209,0.35421201778499345,142.61777489107874,1.2667319869021347,356.02184174198726,13069.87
Orange,Zaid,216.88243956683465,23.593186133767116,57.040091426750735,0.4378820977407989,134.72499276628398,0.8286690852260491,1114.5734748454927,7778.64
Pomegranate,Zaid,1492.9090585778424,30.291019932102095,55.82482830613547,0.7217986642918789,230.81014143341764,1.0115954337087987,1221.6069854775203,11230.65
Buckwheat,Kharif,1052.2032027554098,18.79819585574358,35.2856223150495,0.8748280914537132,230.20016429927873,1.422161200234977,633.0528295305647,9763.02
Sunflower,Kharif,525.8744994549281,27.707099773276816,60.55082410584049,0.6873623159673268,84.5320815859346,1.0214087292639085,942.2231568006874,7593.8
Horse Gram,Kharif,909.9336384987886,38.95234224306874,63.42764748303153,0.4785915523710783,84.05540948346695,1.0845854597718203,453.1943143653566,7238.06
Castor,Kharif,305.97112565035144,21.854552313534754,79.12304019192571,0.4210778420856915,270.13041375443885,0.6998498991625037,765.5501179076279,7574.92
Pomegranate,Zaid,324.3994658095336,36.41256158138911,36.63896119322369,0.5910917905692172,171.86775311240524,0.8417387040867028,1042.7015196803852,10025.75
Cashew,Rabi,1015.5922829411599,20.114620983570713,82.06534199384635,0.35999963962585985,201.1023109978853,1.1765373375313646,1623.7991060159486,18080.18
Pear,Kharif,785.7156940267703,31.399619253262998,64.51825399792392,0.5879541429269834,294.57800216604426,1.4161000911202692,1855.247734657792,8803.98
Papaya,Rabi,1404.4753842809728,29.991337380397297,86.51699505173615,0.4741741462791148,156.37202968657675,0.9640657767660021,1877.1772718866587,6672.99
Bajra,Rabi,695.7018659396374,23.671330402813233,74.36173259927372,0.7979711223589555,65.2653141826537,0.9344026568256038,746.8777922386276,5666.07
Tobacco,Rabi,1339.0599567609945,37.2942096082929,31.14493008606184,0.568181515384128,158.75203296148464,0.8161594568165796,1591.230488427209,12575.89
Hemp,Rabi,510.1011073376303,25.674786601584856,73.31686813427689,0.8919205063087485,85.9102482008831,1.3376254439521995,1829.0275623938269,12488.67
Cumin,Kharif,1269.8052677502626,28.95375328984968,62.063919007617145,0.3626110455643575,244.03274747399044,1.125133363675507,515.6134878640353,18479.51
Strawberry,Rabi,722.30881021613,38.56372173868405,63.009399345899645,0.6591999085626343,207.41652780577905,0.9311986583428323,1405.6597659313954,11972.77
Maize,Kharif,940.8886705870582,39.333301124652365,54.86707679512515,0.64879722178332,55.01621074810349,1.1978840455565525,1364.1075303368755,4891.72
Okra,Zaid,1102.9169468359619,26.326314857544602,36.769435201634565,0.5482637908079921,178.73092606453167,0.7450633444178505,469.9176996754395,5461.7
Buckwheat,Rabi,469.0221585942452,32.58812115613111,49.326069809698645,0.4827720862799306,162.5203794326639,1.4327251521257802,740.7929364485981,9131.63
Blueberry,Kharif,1101.879169717501,22.363260307079084,67.99613512690226,0.9706882058730055,222.97017522698897,1.3753665049358257,793.1251244597867,19105.51
Clove,Rabi,845.5687480838981,35.512272607122604,74.25439011810448,0.7659735378354394,266.0807774391392,1.2301541998722834,771.0893670306156,26292.8
Date,Rabi,266.974434796823,15.962622274691308,57.30800046253825,0.5994023538225193,79.71777087549069,0.6032055313530942,461.91226426489317,9946.82
Tea,Rabi,258.66475694585563,33.92387534785379,40.3110228729093,0.8999487363738341,111.90704728522036,1.2808809133835135,1817.864682781456,22946.2
Custard Apple,Zaid,309.08336569011965,33.355066756883915,65.95175616495692,0.5079464359380823,264.6232920633052,1.0307803506738749,1309.2445380884296,7890.02
